<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
ECI,20090131.0,3.525,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090132.0,5.2875,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090133.0,6.16875,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090134.0,6.609375,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090135.0,6.8296875,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090136.0,6.93984375,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090137.0,6.994921875,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090138.0,7.0224609375,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090139.0,7.03623046875,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090140.0,7.04311523437,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090141.0,7.04655761719,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090142.0,7.04827880859,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090143.0,7.0491394043,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090144.0,7.04956970215,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090145.0,7.04978485107,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090146.0,7.04989242554,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090147.0,7.04994621277,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090148.0,7.04997310638,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090149.0,7.04998655319,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090150.0,7.0499932766,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090151.0,7.0499966383,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090152.0,7.04999831915,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090153.0,7.04999915957,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090154.0,7.04999957979,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090155.0,7.04999978989,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090156.0,7.04999989495,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090157.0,7.04999994747,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090158.0,7.04999997374,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090159.0,7.04999998687,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090160.0,7.04999999343,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090161.0,7.04999999672,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090162.0,7.04999999836,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090163.0,7.04999999918,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090164.0,7.04999999959,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090165.0,7.04999999979,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090166.0,7.0499999999,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090167.0,7.04999999995,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090168.0,7.04999999997,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090169.0,7.04999999999,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090170.0,7.04999999999,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090171.0,7.05,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090172.0,7.05,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090173.0,7.05,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090174.0,7.05,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090175.0,7.05,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090176.0,7.05,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI,20090177.0,7.05,4.19,3.215,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
