<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
VCR,20100131.0,15.11,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100132.0,22.665,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100133.0,26.4425,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100134.0,28.33125,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100135.0,29.275625,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100136.0,29.7478125,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100137.0,29.98390625,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100138.0,30.101953125,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100139.0,30.1609765625,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100140.0,30.1904882812,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100141.0,30.2052441406,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100142.0,30.2126220703,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100143.0,30.2163110352,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100144.0,30.2181555176,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100145.0,30.2190777588,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100146.0,30.2195388794,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100147.0,30.2197694397,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100148.0,30.2198847198,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100149.0,30.2199423599,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100150.0,30.21997118,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100151.0,30.21998559,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100152.0,30.219992795,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100153.0,30.2199963975,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100154.0,30.2199981987,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100155.0,30.2199990994,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100156.0,30.2199995497,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100157.0,30.2199997748,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100158.0,30.2199998874,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100159.0,30.2199999437,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100160.0,30.2199999719,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100161.0,30.2199999859,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100162.0,30.219999993,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100163.0,30.2199999965,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100164.0,30.2199999982,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100165.0,30.2199999991,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100166.0,30.2199999996,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100167.0,30.2199999998,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCR,20100168.0,30.2199999999,15.11,13.6,14.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
