<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
DPM,20100131.0,7.0,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100132.0,10.5,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100133.0,12.25,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100134.0,13.125,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100135.0,13.5625,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100136.0,13.78125,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100137.0,13.890625,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100138.0,13.9453125,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100139.0,13.97265625,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100140.0,13.986328125,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100141.0,13.9931640625,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100142.0,13.9965820312,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100143.0,13.9982910156,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100144.0,13.9991455078,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100145.0,13.9995727539,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100146.0,13.999786377,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100147.0,13.9998931885,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100148.0,13.9999465942,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100149.0,13.9999732971,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100150.0,13.9999866486,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100151.0,13.9999933243,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100152.0,13.9999966621,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100153.0,13.9999983311,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100154.0,13.9999991655,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100155.0,13.9999995828,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100156.0,13.9999997914,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100157.0,13.9999998957,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100158.0,13.9999999478,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100159.0,13.9999999739,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100160.0,13.999999987,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100161.0,13.9999999935,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100162.0,13.9999999967,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100163.0,13.9999999984,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100164.0,13.9999999992,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM,20100165.0,13.9999999996,7.02,6.98,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
